id,version,location,area,method,species,pokemon,level,chance,conditions,note
82521,heartgold,bell-tower,4f,walk,rattata,rattata,20-21,20,time/time-morning,
82526,heartgold,bell-tower,4f,walk,gastly,gastly,20-21,20,time/time-night,
82531,heartgold,bell-tower,4f,walk,meditite,meditite,22,20,radio/radio-sinnoh,
82536,heartgold,bell-tower,4f,walk,spinda,spinda,22,20,radio/radio-hoenn,
82541,heartgold,bell-tower,4f,walk,rattata,rattata,22-24,15,,
82546,heartgold,bell-tower,4f,walk,rattata,rattata,20-22,10,"time/time-morning,radio/radio-off",
82551,heartgold,bell-tower,4f,walk,rattata,rattata,20-22,10,"time/time-day,radio/radio-off",
82556,heartgold,bell-tower,4f,walk,gastly,gastly,20-22,10,"time/time-night,radio/radio-off",
82561,heartgold,bell-tower,4f,walk,zigzagoon,zigzagoon,20-21,10,radio/radio-hoenn,
82566,heartgold,bell-tower,4f,walk,chatot,chatot,20-21,10,radio/radio-sinnoh,
82571,heartgold,bell-tower,5f,walk,rattata,rattata,20-21,20,time/time-day,
82576,heartgold,bell-tower,5f,walk,rattata,rattata,20-21,20,time/time-morning,
82581,heartgold,bell-tower,5f,walk,gastly,gastly,20-21,20,time/time-night,
82586,heartgold,bell-tower,5f,walk,meditite,meditite,22,20,radio/radio-sinnoh,
82591,heartgold,bell-tower,5f,walk,spinda,spinda,22,20,radio/radio-hoenn,
82596,heartgold,bell-tower,5f,walk,rattata,rattata,22-24,15,,
82601,heartgold,bell-tower,5f,walk,rattata,rattata,20-22,10,"time/time-day,radio/radio-off",
82606,heartgold,bell-tower,5f,walk,rattata,rattata,20-22,10,"time/time-morning,radio/radio-off",
82611,heartgold,bell-tower,5f,walk,gastly,gastly,20-22,10,"time/time-night,radio/radio-off",
82616,heartgold,bell-tower,5f,walk,zigzagoon,zigzagoon,20-21,10,radio/radio-hoenn,
82621,heartgold,bell-tower,5f,walk,chatot,chatot,20-21,10,radio/radio-sinnoh,
82626,heartgold,bell-tower,6f,walk,rattata,rattata,20-21,20,time/time-day,
82631,heartgold,bell-tower,6f,walk,rattata,rattata,20-21,20,time/time-morning,
82636,heartgold,bell-tower,6f,walk,gastly,gastly,20-21,20,time/time-night,
82641,heartgold,bell-tower,6f,walk,meditite,meditite,22,20,radio/radio-sinnoh,
82646,heartgold,bell-tower,6f,walk,spinda,spinda,22,20,radio/radio-hoenn,
82651,heartgold,bell-tower,6f,walk,rattata,rattata,22-24,15,,
82656,heartgold,bell-tower,6f,walk,rattata,rattata,20-22,10,"time/time-day,radio/radio-off",
82661,heartgold,bell-tower,6f,walk,rattata,rattata,20-22,10,"time/time-morning,radio/radio-off",
82666,heartgold,bell-tower,6f,walk,gastly,gastly,20-22,10,"time/time-night,radio/radio-off",
82671,heartgold,bell-tower,6f,walk,zigzagoon,zigzagoon,20-21,10,radio/radio-hoenn,
82676,heartgold,bell-tower,6f,walk,chatot,chatot,20-21,10,radio/radio-sinnoh,
82681,heartgold,bell-tower,7f,walk,rattata,rattata,20-21,20,time/time-day,
82686,heartgold,bell-tower,7f,walk,rattata,rattata,20-21,20,time/time-morning,
82691,heartgold,bell-tower,7f,walk,gastly,gastly,20-21,20,time/time-night,
82696,heartgold,bell-tower,7f,walk,meditite,meditite,22,20,radio/radio-sinnoh,
82701,heartgold,bell-tower,7f,walk,spinda,spinda,22,20,radio/radio-hoenn,
82706,heartgold,bell-tower,7f,walk,rattata,rattata,22-24,15,,
82711,heartgold,bell-tower,7f,walk,rattata,rattata,20-22,10,"time/time-morning,radio/radio-off",
82716,heartgold,bell-tower,7f,walk,rattata,rattata,20-22,10,"time/time-day,radio/radio-off",
82721,heartgold,bell-tower,7f,walk,gastly,gastly,20-22,10,"time/time-night,radio/radio-off",
82726,heartgold,bell-tower,7f,walk,zigzagoon,zigzagoon,20-21,10,radio/radio-hoenn,
82731,heartgold,bell-tower,7f,walk,chatot,chatot,20-21,10,radio/radio-sinnoh,
82736,heartgold,bell-tower,8f,walk,rattata,rattata,20-21,20,time/time-morning,
82741,heartgold,bell-tower,8f,walk,rattata,rattata,20-21,20,time/time-day,
82746,heartgold,bell-tower,8f,walk,gastly,gastly,20-21,20,time/time-night,
82751,heartgold,bell-tower,8f,walk,meditite,meditite,22,20,radio/radio-sinnoh,
82756,heartgold,bell-tower,8f,walk,spinda,spinda,22,20,radio/radio-hoenn,
82761,heartgold,bell-tower,8f,walk,rattata,rattata,22-24,15,,
82766,heartgold,bell-tower,8f,walk,rattata,rattata,20-22,10,"time/time-morning,radio/radio-off",
82771,heartgold,bell-tower,8f,walk,rattata,rattata,20-22,10,"time/time-day,radio/radio-off",
82776,heartgold,bell-tower,8f,walk,gastly,gastly,20-22,10,"time/time-night,radio/radio-off",
82781,heartgold,bell-tower,8f,walk,zigzagoon,zigzagoon,20-21,10,radio/radio-hoenn,
82786,heartgold,bell-tower,8f,walk,chatot,chatot,20-21,10,radio/radio-sinnoh,
82791,heartgold,bell-tower,9f,walk,rattata,rattata,20-21,20,time/time-day,
82796,heartgold,bell-tower,9f,walk,rattata,rattata,20-21,20,time/time-morning,
82801,heartgold,bell-tower,9f,walk,gastly,gastly,20-21,20,time/time-night,
82806,heartgold,bell-tower,9f,walk,meditite,meditite,22,20,radio/radio-sinnoh,
82811,heartgold,bell-tower,9f,walk,spinda,spinda,22,20,radio/radio-hoenn,
82816,heartgold,bell-tower,9f,walk,rattata,rattata,22-24,15,,
82821,heartgold,bell-tower,9f,walk,rattata,rattata,20-22,10,"time/time-day,radio/radio-off",
82826,heartgold,bell-tower,9f,walk,rattata,rattata,20-22,10,"time/time-morning,radio/radio-off",
82831,heartgold,bell-tower,9f,walk,gastly,gastly,20-22,10,"time/time-night,radio/radio-off",
82836,heartgold,bell-tower,9f,walk,zigzagoon,zigzagoon,20-21,10,radio/radio-hoenn,
82841,heartgold,bell-tower,9f,walk,chatot,chatot,20-21,10,radio/radio-sinnoh,
82846,heartgold,bell-tower,10f,walk,rattata,rattata,20-21,20,time/time-morning,
82851,heartgold,bell-tower,10f,walk,rattata,rattata,20-21,20,time/time-day,
82856,heartgold,bell-tower,10f,walk,gastly,gastly,20-21,20,time/time-night,
82861,heartgold,bell-tower,10f,walk,meditite,meditite,22,20,radio/radio-sinnoh,
82866,heartgold,bell-tower,10f,walk,spinda,spinda,22,20,radio/radio-hoenn,
82871,heartgold,bell-tower,10f,walk,rattata,rattata,22-24,15,,
82876,heartgold,bell-tower,10f,walk,rattata,rattata,20-22,10,"time/time-morning,radio/radio-off",
82881,heartgold,bell-tower,10f,walk,rattata,rattata,20-22,10,"time/time-day,radio/radio-off",
82886,heartgold,bell-tower,10f,walk,gastly,gastly,20-22,10,"time/time-night,radio/radio-off",
82891,heartgold,bell-tower,10f,walk,zigzagoon,zigzagoon,20-21,10,radio/radio-hoenn,
82896,heartgold,bell-tower,10f,walk,chatot,chatot,20-21,10,radio/radio-sinnoh,
82901,heartgold,blackthorn-city,whole-area,old-rod,magikarp,magikarp,10,85,,
82906,heartgold,blackthorn-city,whole-area,old-rod,poliwag,poliwag,10,15,,
82911,heartgold,blackthorn-city,whole-area,good-rod,poliwag,poliwag,20,60,,
82916,heartgold,blackthorn-city,whole-area,good-rod,magikarp,magikarp,20,40,,
82921,heartgold,blackthorn-city,whole-area,super-rod,poliwag,poliwag,40,80,,
82926,heartgold,blackthorn-city,whole-area,super-rod,magikarp,magikarp,40,20,,
82931,heartgold,blackthorn-city,whole-area,surf,magikarp,magikarp,2-20,100,,
82936,heartgold,burned-tower,1f,walk,koffing,koffing,14-16,25,,
82941,heartgold,burned-tower,1f,walk,rattata,rattata,13,20,,
82946,heartgold,burned-tower,1f,walk,meditite,meditite,15,20,radio/radio-sinnoh,
82951,heartgold,burned-tower,1f,walk,spinda,spinda,15,20,radio/radio-hoenn,
82956,heartgold,burned-tower,1f,walk,rattata,rattata,13-15,10,radio/radio-off,
82961,heartgold,burned-tower,1f,walk,zubat,zubat,14,10,,
82966,heartgold,burned-tower,1f,walk,koffing,koffing,14,10,radio/radio-off,
82971,heartgold,burned-tower,1f,walk,zigzagoon,zigzagoon,13-14,10,radio/radio-hoenn,
82976,heartgold,burned-tower,1f,walk,chatot,chatot,13-14,10,radio/radio-sinnoh,
82981,heartgold,burned-tower,1f,walk,raticate,raticate,15,5,,
82986,heartgold,burned-tower,b1f,walk,rattata,rattata,14,20,,
82991,heartgold,burned-tower,b1f,walk,koffing,koffing,14,20,,
82996,heartgold,burned-tower,b1f,walk,zigzagoon,zigzagoon,14,20,radio/radio-hoenn,
83001,heartgold,burned-tower,b1f,walk,meditite,meditite,16,20,radio/radio-sinnoh,
83006,heartgold,burned-tower,b1f,walk,spinda,spinda,16,20,radio/radio-hoenn,
83011,heartgold,burned-tower,b1f,walk,chatot,chatot,14,20,radio/radio-sinnoh,
83016,heartgold,burned-tower,b1f,walk,rattata,rattata,16,10,time/time-night,
83021,heartgold,burned-tower,b1f,walk,rattata,rattata,16,10,time/time-morning,
83026,heartgold,burned-tower,b1f,walk,rattata,rattata,14,10,radio/radio-off,
83031,heartgold,burned-tower,b1f,walk,koffing,koffing,14-16,10,radio/radio-off,
83036,heartgold,burned-tower,b1f,walk,magmar,magmar,16,10,time/time-day,
83041,heartgold,burned-tower,b1f,walk,rattata,rattata,14,5,time/time-day,
83046,heartgold,burned-tower,b1f,walk,zubat,zubat,15,5,,
83051,heartgold,burned-tower,b1f,walk,magmar,magmar,14,5,time/time-night,
83056,heartgold,burned-tower,b1f,walk,magmar,magmar,14,5,time/time-morning,
83061,heartgold,celadon-city,whole-area,surf,grimer,grimer,15-20,90,,
83066,heartgold,celadon-city,whole-area,surf,muk,muk,15,10,,
83071,heartgold,cerulean-cave,1f,walk,golbat,golbat,38-39,20,time/time-night,
83076,heartgold,cerulean-cave,1f,walk,parasect,parasect,38,20,time/time-day,
83081,heartgold,cerulean-cave,1f,walk,parasect,parasect,38,20,time/time-morning,
83086,heartgold,cerulean-cave,1f,walk,machoke,machoke,39,20,time/time-morning,
83091,heartgold,cerulean-cave,1f,walk,machoke,machoke,39,20,time/time-day,
83096,heartgold,cerulean-cave,1f,walk,absol,absol,38,20,radio/radio-hoenn,
83101,heartgold,cerulean-cave,1f,walk,bronzor,bronzor,38,20,radio/radio-sinnoh,
83106,heartgold,cerulean-cave,1f,walk,golbat,golbat,38,10,radio/radio-off,
83111,heartgold,cerulean-cave,1f,walk,parasect,parasect,38,10,"time/time-night,radio/radio-off",
83116,heartgold,cerulean-cave,1f,walk,primeape,primeape,38,10,"time/time-morning,radio/radio-off",
83121,heartgold,cerulean-cave,1f,walk,primeape,primeape,38,10,"time/time-day,radio/radio-off",
83126,heartgold,cerulean-cave,1f,walk,magneton,magneton,40,10,radio/radio-off,
83131,heartgold,cerulean-cave,1f,walk,ditto,ditto,39,10,radio/radio-off,
83136,heartgold,cerulean-cave,1f,walk,makuhita,makuhita,39-40,10,radio/radio-hoenn,
83141,heartgold,cerulean-cave,1f,walk,chingling,chingling,39-40,10,radio/radio-sinnoh,
83146,heartgold,cerulean-cave,1f,walk,electrode,electrode,40,5,,
83151,heartgold,cerulean-cave,1f,walk,wobbuffet,wobbuffet,37,5,,
83156,heartgold,cerulean-cave,1f,walk,primeape,primeape,39,4,,
83161,heartgold,cerulean-cave,1f,walk,machoke,machoke,40,4,,
83166,heartgold,cerulean-cave,1f,walk,machoke,machoke,39-40,1,time/time-night,
83171,heartgold,cerulean-cave,1f,walk,magneton,magneton,39,1,time/time-day,
83176,heartgold,cerulean-cave,1f,walk,magneton,magneton,39,1,time/time-morning,
83181,heartgold,cerulean-cave,1f,walk,ditto,ditto,40,1,time/time-day,
83186,heartgold,cerulean-cave,1f,walk,ditto,ditto,40,1,time/time-morning,
83191,heartgold,cerulean-cave,1f,old-rod,magikarp,magikarp,10,100,,
83196,heartgold,cerulean-cave,1f,good-rod,poliwag,poliwag,20,45,,
83201,heartgold,cerulean-cave,1f,good-rod,goldeen,goldeen,20,30,,
83206,heartgold,cerulean-cave,1f,good-rod,magikarp,magikarp,20,15,,
83211,heartgold,cerulean-cave,1f,good-rod,poliwag,poliwag,20,10,time/time-night,
83216,heartgold,cerulean-cave,1f,good-rod,goldeen,goldeen,20,10,time/time-morning,
83221,heartgold,cerulean-cave,1f,good-rod,goldeen,goldeen,20,10,time/time-day,
83226,heartgold,cerulean-cave,1f,super-rod,poliwag,poliwag,40,40,,
83231,heartgold,cerulean-cave,1f,super-rod,poliwag,poliwag,40,30,time/time-night,
83236,heartgold,cerulean-cave,1f,super-rod,poliwhirl,poliwhirl,40,30,time/time-day,
83241,heartgold,cerulean-cave,1f,super-rod,poliwhirl,poliwhirl,40,30,time/time-morning,
83246,heartgold,cerulean-cave,1f,super-rod,gyarados,gyarados,40,30,,
83251,heartgold,cerulean-cave,1f,surf,psyduck,psyduck,35-40,90,,
83256,heartgold,cerulean-cave,1f,surf,golduck,golduck,40,10,,
83261,heartgold,cerulean-cave,1f,rock-smash,geodude,geodude,22-24,90,,
83266,heartgold,cerulean-cave,1f,rock-smash,graveler,graveler,26-30,10,,
83271,heartgold,cerulean-cave,2f,walk,parasect,parasect,40,20,,
83276,heartgold,cerulean-cave,2f,walk,kadabra,kadabra,42,20,,
83281,heartgold,cerulean-cave,2f,walk,golbat,golbat,41,10,radio/radio-off,
83286,heartgold,cerulean-cave,2f,walk,machoke,machoke,39,10,radio/radio-off,
83291,heartgold,cerulean-cave,2f,walk,magneton,magneton,41,10,radio/radio-off,
83296,heartgold,cerulean-cave,2f,walk,ditto,ditto,42,10,radio/radio-off,
83301,heartgold,cerulean-cave,2f,walk,makuhita,makuhita,41-42,10,radio/radio-hoenn,
83306,heartgold,cerulean-cave,2f,walk,chingling,chingling,41-42,10,radio/radio-sinnoh,
83311,heartgold,cerulean-cave,2f,walk,absol,absol,39-41,10,radio/radio-hoenn,
83316,heartgold,cerulean-cave,2f,walk,bronzor,bronzor,39-41,10,radio/radio-sinnoh,
83321,heartgold,cerulean-cave,2f,walk,golbat,golbat,41-42,5,time/time-night,
83326,heartgold,cerulean-cave,2f,walk,machoke,machoke,41-42,5,time/time-day,
83331,heartgold,cerulean-cave,2f,walk,machoke,machoke,41-42,5,time/time-morning,
83336,heartgold,cerulean-cave,2f,walk,electrode,electrode,41,5,,
83341,heartgold,cerulean-cave,2f,walk,wobbuffet,wobbuffet,42,5,,
83346,heartgold,cerulean-cave,2f,old-rod,magikarp,magikarp,10,100,,
83351,heartgold,cerulean-cave,2f,good-rod,poliwag,poliwag,20,45,,
83356,heartgold,cerulean-cave,2f,good-rod,goldeen,goldeen,20,30,,
83361,heartgold,cerulean-cave,2f,good-rod,magikarp,magikarp,20,15,,
83366,heartgold,cerulean-cave,2f,good-rod,poliwag,poliwag,20,10,time/time-night,
83371,heartgold,cerulean-cave,2f,good-rod,goldeen,goldeen,20,10,time/time-morning,
83376,heartgold,cerulean-cave,2f,good-rod,goldeen,goldeen,20,10,time/time-day,
83381,heartgold,cerulean-cave,2f,super-rod,poliwag,poliwag,40,40,,
83386,heartgold,cerulean-cave,2f,super-rod,poliwag,poliwag,40,30,time/time-night,
83391,heartgold,cerulean-cave,2f,super-rod,poliwhirl,poliwhirl,40,30,time/time-day,
83396,heartgold,cerulean-cave,2f,super-rod,poliwhirl,poliwhirl,40,30,time/time-morning,
83401,heartgold,cerulean-cave,2f,super-rod,gyarados,gyarados,40,30,,
83406,heartgold,cerulean-cave,2f,surf,psyduck,psyduck,35-40,90,,
83411,heartgold,cerulean-cave,2f,surf,golduck,golduck,40,10,,
83416,heartgold,cerulean-cave,b1f,walk,parasect,parasect,45-47,25,,
83421,heartgold,cerulean-cave,b1f,walk,kadabra,kadabra,46,20,,
83426,heartgold,cerulean-cave,b1f,walk,makuhita,makuhita,45,20,radio/radio-hoenn,
83431,heartgold,cerulean-cave,b1f,walk,chingling,chingling,45,20,radio/radio-sinnoh,
83436,heartgold,cerulean-cave,b1f,walk,golbat,golbat,47,10,radio/radio-off,
83441,heartgold,cerulean-cave,b1f,walk,machoke,machoke,45,10,radio/radio-off,
83446,heartgold,cerulean-cave,b1f,walk,magneton,magneton,45,10,radio/radio-off,
83451,heartgold,cerulean-cave,b1f,walk,ditto,ditto,45,10,radio/radio-off,
83456,heartgold,cerulean-cave,b1f,walk,absol,absol,45-47,10,radio/radio-hoenn,
83461,heartgold,cerulean-cave,b1f,walk,bronzor,bronzor,45-47,10,radio/radio-sinnoh,
83466,heartgold,cerulean-cave,b1f,walk,magneton,magneton,47,5,,
83471,heartgold,cerulean-cave,b1f,walk,electrode,electrode,46,5,,
83476,heartgold,cerulean-cave,b1f,walk,wobbuffet,wobbuffet,49,5,,
83481,heartgold,cerulean-cave,b1f,old-rod,magikarp,magikarp,10,100,,
83486,heartgold,cerulean-cave,b1f,good-rod,poliwag,poliwag,20,45,,
83491,heartgold,cerulean-cave,b1f,good-rod,goldeen,goldeen,20,30,,
83496,heartgold,cerulean-cave,b1f,good-rod,magikarp,magikarp,20,15,,
83501,heartgold,cerulean-cave,b1f,good-rod,poliwag,poliwag,20,10,time/time-night,
83506,heartgold,cerulean-cave,b1f,good-rod,goldeen,goldeen,20,10,time/time-morning,
83511,heartgold,cerulean-cave,b1f,good-rod,goldeen,goldeen,20,10,time/time-day,
83516,heartgold,cerulean-cave,b1f,super-rod,poliwag,poliwag,40,40,,
83521,heartgold,cerulean-cave,b1f,super-rod,poliwag,poliwag,40,30,time/time-night,
83526,heartgold,cerulean-cave,b1f,super-rod,poliwhirl,poliwhirl,40,30,time/time-day,
83531,heartgold,cerulean-cave,b1f,super-rod,poliwhirl,poliwhirl,40,30,time/time-morning,
83536,heartgold,cerulean-cave,b1f,super-rod,gyarados,gyarados,40,30,,
83541,heartgold,cerulean-cave,b1f,surf,psyduck,psyduck,35-40,90,,
83546,heartgold,cerulean-cave,b1f,surf,golduck,golduck,40,10,,
83551,heartgold,cerulean-cave,b1f,rock-smash,geodude,geodude,22-24,90,,
83556,heartgold,cerulean-cave,b1f,rock-smash,graveler,graveler,26-30,10,,
83561,heartgold,cerulean-city,whole-area,old-rod,magikarp,magikarp,10,85,,
83566,heartgold,cerulean-city,whole-area,old-rod,goldeen,goldeen,10,15,,
83571,heartgold,cerulean-city,whole-area,good-rod,goldeen,goldeen,20,60,,
83576,heartgold,cerulean-city,whole-area,good-rod,magikarp,magikarp,20,40,,
83581,heartgold,cerulean-city,whole-area,super-rod,goldeen,goldeen,40,70,,
83586,heartgold,cerulean-city,whole-area,super-rod,magikarp,magikarp,40,20,,
83591,heartgold,cerulean-city,whole-area,super-rod,seaking,seaking,40,10,,
83596,heartgold,cerulean-city,whole-area,surf,goldeen,goldeen,5-10,90,,
83601,heartgold,cerulean-city,whole-area,surf,seaking,seaking,10,10,,
83606,heartgold,cherrygrove-city,whole-area,old-rod,magikarp,magikarp,10,85,,
83611,heartgold,cherrygrove-city,whole-area,old-rod,krabby,krabby,10,15,,
83616,heartgold,cherrygrove-city,whole-area,good-rod,krabby,krabby,20,50,,
83621,heartgold,cherrygrove-city,whole-area,good-rod,magikarp,magikarp,20,40,,
83626,heartgold,cherrygrove-city,whole-area,good-rod,staryu,staryu,20,10,time/time-night,
83631,heartgold,cherrygrove-city,whole-area,good-rod,corsola,corsola,20,10,time/time-morning,
83636,heartgold,cherrygrove-city,whole-area,good-rod,corsola,corsola,20,10,time/time-day,
83641,heartgold,cherrygrove-city,whole-area,super-rod,krabby,krabby,40,60,,
83646,heartgold,cherrygrove-city,whole-area,super-rod,staryu,staryu,40,30,time/time-night,
83651,heartgold,cherrygrove-city,whole-area,super-rod,corsola,corsola,40,30,time/time-day,
83656,heartgold,cherrygrove-city,whole-area,super-rod,corsola,corsola,40,30,time/time-morning,
83661,heartgold,cherrygrove-city,whole-area,super-rod,kingler,kingler,40,10,,
83666,heartgold,cherrygrove-city,whole-area,surf,tentacool,tentacool,10-25,90,,
83671,heartgold,cherrygrove-city,whole-area,surf,tentacruel,tentacruel,15-25,10,,
83676,heartgold,cianwood-city,kirks-house,gift,shuckle,shuckle,15,,,
83681,heartgold,cianwood-city,whole-area,old-rod,magikarp,magikarp,10,85,,
83686,heartgold,cianwood-city,whole-area,old-rod,krabby,krabby,10,15,,
83691,heartgold,cianwood-city,whole-area,good-rod,krabby,krabby,20,50,,
83696,heartgold,cianwood-city,whole-area,good-rod,magikarp,magikarp,20,40,,
83701,heartgold,cianwood-city,whole-area,good-rod,staryu,staryu,20,10,time/time-night,
83706,heartgold,cianwood-city,whole-area,good-rod,corsola,corsola,20,10,time/time-morning,
83711,heartgold,cianwood-city,whole-area,good-rod,corsola,corsola,20,10,time/time-day,
83716,heartgold,cianwood-city,whole-area,super-rod,krabby,krabby,40,60,,
83721,heartgold,cianwood-city,whole-area,super-rod,staryu,staryu,40,30,time/time-night,
83726,heartgold,cianwood-city,whole-area,super-rod,corsola,corsola,40,30,time/time-day,
83731,heartgold,cianwood-city,whole-area,super-rod,corsola,corsola,40,30,time/time-morning,
83736,heartgold,cianwood-city,whole-area,super-rod,kingler,kingler,40,10,,
83741,heartgold,cianwood-city,whole-area,surf,tentacool,tentacool,10-25,90,,
83746,heartgold,cianwood-city,whole-area,surf,tentacruel,tentacruel,15-25,10,,
83751,heartgold,cianwood-city,whole-area,rock-smash,krabby,krabby,15-24,90,,
83756,heartgold,cianwood-city,whole-area,rock-smash,shuckle,shuckle,23-28,10,,
83761,heartgold,cinnabar-island,whole-area,old-rod,magikarp,magikarp,10,85,,
83766,heartgold,cinnabar-island,whole-area,old-rod,tentacool,tentacool,10,15,,
83771,heartgold,cinnabar-island,whole-area,good-rod,magikarp,magikarp,20,40,,
83776,heartgold,cinnabar-island,whole-area,good-rod,tentacool,tentacool,20,30,,
83781,heartgold,cinnabar-island,whole-area,good-rod,chinchou,chinchou,20,20,,
83786,heartgold,cinnabar-island,whole-area,good-rod,shellder,shellder,20,10,,
83791,heartgold,cinnabar-island,whole-area,super-rod,chinchou,chinchou,40,40,,
83796,heartgold,cinnabar-island,whole-area,super-rod,shellder,shellder,40,30,,
83801,heartgold,cinnabar-island,whole-area,super-rod,tentacruel,tentacruel,40,20,,
83806,heartgold,cinnabar-island,whole-area,super-rod,lanturn,lanturn,40,10,,
83811,heartgold,cinnabar-island,whole-area,surf,tentacool,tentacool,30-35,90,,
83816,heartgold,cinnabar-island,whole-area,surf,tentacruel,tentacruel,35,10,,
83821,heartgold,cliff-cave,whole-area,walk,golbat,golbat,22,20,,
83826,heartgold,cliff-cave,whole-area,walk,geodude,geodude,19,20,,
83831,heartgold,cliff-cave,whole-area,walk,machop,machop,19,10,radio/radio-off,
83836,heartgold,cliff-cave,whole-area,walk,onix,onix,20,10,radio/radio-off,
83841,heartgold,cliff-cave,whole-area,walk,krabby,krabby,20,10,radio/radio-off,
83846,heartgold,cliff-cave,whole-area,walk,kingler,kingler,22,10,radio/radio-off,
83851,heartgold,cliff-cave,whole-area,walk,makuhita,makuhita,19-20,10,radio/radio-hoenn,
83856,heartgold,cliff-cave,whole-area,walk,chingling,chingling,19-20,10,radio/radio-sinnoh,
83861,heartgold,cliff-cave,whole-area,walk,absol,absol,20-22,10,radio/radio-hoenn,
83866,heartgold,cliff-cave,whole-area,walk,bronzor,bronzor,20-22,10,radio/radio-sinnoh,
83871,heartgold,cliff-cave,whole-area,walk,zubat,zubat,18,5,time/time-night,
83876,heartgold,cliff-cave,whole-area,walk,wooper,wooper,18,5,time/time-morning,
83881,heartgold,cliff-cave,whole-area,walk,wooper,wooper,18,5,time/time-day,
83886,heartgold,cliff-cave,whole-area,walk,quagsire,quagsire,20,5,time/time-day,
83891,heartgold,cliff-cave,whole-area,walk,quagsire,quagsire,20,5,time/time-morning,
83896,heartgold,cliff-cave,whole-area,walk,misdreavus,misdreavus,20,5,time/time-night,
83901,heartgold,cliff-cave,whole-area,walk,golbat,golbat,20,4,time/time-night,
83906,heartgold,cliff-cave,whole-area,walk,machoke,machoke,22,4,,
83911,heartgold,cliff-cave,whole-area,walk,graveler,graveler,20,4,time/time-morning,
83916,heartgold,cliff-cave,whole-area,walk,graveler,graveler,20,4,time/time-day,
83921,heartgold,cliff-cave,whole-area,walk,steelix,steelix,23,2,,
83926,heartgold,cliff-cave,whole-area,rock-smash,krabby,krabby,20-26,90,,
83931,heartgold,cliff-cave,whole-area,rock-smash,kingler,kingler,28-31,10,,
83936,heartgold,cliff-edge-gate,whole-area,old-rod,magikarp,magikarp,10,100,,
83941,heartgold,cliff-edge-gate,whole-area,good-rod,magikarp,magikarp,20,85,,
83946,heartgold,cliff-edge-gate,whole-area,good-rod,poliwag,poliwag,20,10,time/time-morning,
83951,heartgold,cliff-edge-gate,whole-area,good-rod,poliwag,poliwag,20,10,time/time-day,
83956,heartgold,cliff-edge-gate,whole-area,good-rod,magikarp,magikarp,20,10,time/time-night,
83961,heartgold,cliff-edge-gate,whole-area,good-rod,poliwag,poliwag,20,5,,
83966,heartgold,cliff-edge-gate,whole-area,super-rod,magikarp,magikarp,40,70,,
83971,heartgold,cliff-edge-gate,whole-area,super-rod,poliwag,poliwag,40,30,,
83976,heartgold,cliff-edge-gate,whole-area,surf,wooper,wooper,20-30,90,,
83981,heartgold,cliff-edge-gate,whole-area,surf,quagsire,quagsire,30-40,10,,
83986,heartgold,dark-cave,blackthorn-city-entrance,walk,zubat,zubat,23,20,,
83991,heartgold,dark-cave,blackthorn-city-entrance,walk,geodude,geodude,23,20,,
83996,heartgold,dark-cave,blackthorn-city-entrance,walk,graveler,graveler,25,20,radio/radio-off,
84001,heartgold,dark-cave,blackthorn-city-entrance,walk,makuhita,makuhita,25,20,radio/radio-hoenn,
84006,heartgold,dark-cave,blackthorn-city-entrance,walk,chingling,chingling,25,20,radio/radio-sinnoh,
84011,heartgold,dark-cave,blackthorn-city-entrance,walk,absol,absol,23,20,radio/radio-hoenn,
84016,heartgold,dark-cave,blackthorn-city-entrance,walk,bronzor,bronzor,23,20,radio/radio-sinnoh,
84021,heartgold,dark-cave,blackthorn-city-entrance,walk,wobbuffet,wobbuffet,20-25,15,,
84026,heartgold,dark-cave,blackthorn-city-entrance,walk,zubat,zubat,23,10,radio/radio-off,
84031,heartgold,dark-cave,blackthorn-city-entrance,walk,geodude,geodude,23,10,radio/radio-off,
84036,heartgold,dark-cave,blackthorn-city-entrance,walk,golbat,golbat,23,5,,
84041,heartgold,dark-cave,blackthorn-city-entrance,old-rod,magikarp,magikarp,10,85,,
84046,heartgold,dark-cave,blackthorn-city-entrance,old-rod,goldeen,goldeen,10,15,,
84051,heartgold,dark-cave,blackthorn-city-entrance,good-rod,goldeen,goldeen,20,60,,
84056,heartgold,dark-cave,blackthorn-city-entrance,good-rod,magikarp,magikarp,20,40,,
84061,heartgold,dark-cave,blackthorn-city-entrance,super-rod,goldeen,goldeen,40,70,,
84066,heartgold,dark-cave,blackthorn-city-entrance,super-rod,magikarp,magikarp,40,20,,
84071,heartgold,dark-cave,blackthorn-city-entrance,super-rod,seaking,seaking,40,10,,
84076,heartgold,dark-cave,blackthorn-city-entrance,surf,magikarp,magikarp,2-20,100,,
84081,heartgold,dark-cave,violet-city-entrance,walk,zubat,zubat,2,20,swarm/swarm-no,
84086,heartgold,dark-cave,violet-city-entrance,walk,geodude,geodude,3,20,swarm/swarm-no,
84091,heartgold,dark-cave,violet-city-entrance,walk,dunsparce,dunsparce,2-3,20,swarm/swarm-yes,
84096,heartgold,dark-cave,violet-city-entrance,walk,makuhita,makuhita,2,20,radio/radio-hoenn,
84101,heartgold,dark-cave,violet-city-entrance,walk,chingling,chingling,2,20,radio/radio-sinnoh,
84106,heartgold,dark-cave,violet-city-entrance,walk,zubat,zubat,2,10,radio/radio-off,
